label,text_1,text_2,text_1_norm,text_2_norm
0,"Прокурор просит 6,5 года для предполагаемого виновника гибели М.Голуб.","Прокурор попросил 6,5 лет для виновника гибели Марины Голуб.",прокурор_NOUN просить_VERB год_NOUN для_ADP предполагать_VERB виновник_NOUN гибель_NOUN м_NOUN голуб_NOUN,прокурор_NOUN попросить_VERB год_NOUN для_ADP виновник_NOUN гибель_NOUN марина_NOUN голуб_NOUN
0,Россия попросила Францию выдать бывшего министра финансов Подмосковья.,Генпрокуратура попросила Францию выдать бывшего министра финансов Подмосковья.,россия_NOUN попросить_VERB франция_NOUN выдавать_VERB бывший_ADJ министр_NOUN финансы_NOUN подмосковье_NOUN,генпрокуратура_NOUN попросить_VERB франция_NOUN выдавать_VERB бывший_ADJ министр_NOUN финансы_NOUN подмосковье_NOUN
0,"Мосгорсуд выпустил из СИЗО фигуранта ""болотного дела"" Н.Кавказского.",Мосгорсуд освободил фигуранта «болотного дела» из СИЗО.,мосгорсуд_NOUN выпускать_VERB из_ADP сизо_NOUN фигурант_NOUN болотный_ADJ дело_NOUN н_NOUN кавказский_ADJ,мосгорсуд_NOUN освобождать_VERB фигурант_NOUN болотный_ADJ дело_NOUN из_ADP сизо_NOUN
-1,Сирийские власти анонсировали химическую атаку на Европу.,Дамаск предупредил Европу о скорой химической атаке.,сирийский_ADJ власть_NOUN анонсировать_VERB химический_ADJ атака_NOUN на_ADP европа_NOUN,дамаск_NOUN предупреждать_VERB европа_NOUN о_ADP скорый_ADJ химический_ADJ атака_NOUN
0,Производители водки попросили В.Путина заморозить акциз на 3 года.,Производители водки попросили Путина заморозить акцизы.,производитель_NOUN водка_NOUN попросить_VERB в_ADP путин_NOUN замораживать_VERB акциз_NOUN на_ADP год_NOUN,производитель_NOUN водка_NOUN попросить_VERB путин_NOUN замораживать_VERB акциз_NOUN
0,Программу по оплате обучения россиян за рубежом заморозили.,Кремль заморозил программу обучения россиян за рубежом.,программа_NOUN по_ADP оплата_NOUN обучение_NOUN россиянин_NOUN за_ADP рубеж_NOUN замораживать_VERB,кремль_NOUN замораживать_VERB программа_NOUN обучение_NOUN россиянин_NOUN за_ADP рубеж_NOUN
0,Главу бостонской мафии признали виновным на 96%.,Главаря бостонской мафии признали виновным по 31 пункту обвинения.,глава_NOUN бостонский_ADJ мафия_NOUN признавать_VERB виновный_NOUN на_ADP,главарь_NOUN бостонский_ADJ мафия_NOUN признавать_VERB виновный_NOUN по_ADP пункт_NOUN обвинение_NOUN
0,"Скончалась жена Ганжи из фильма ""Большая перемена"".",Скончалась актриса из фильма «Большая перемена».,скончаться_VERB жена_NOUN ганжи_NOUN из_ADP фильм_NOUN большой_ADJ перемена_NOUN,скончаться_VERB актриса_NOUN из_ADP фильм_NOUN большой_ADJ перемена_NOUN
0,В штате Джорджия открыли стрельбу в школе.,В американской начальной школе открыли стрельбу.,в_ADP штат_NOUN джорджия_NOUN открывать_VERB стрельба_NOUN в_ADP школа_NOUN,в_ADP американский_ADJ начальный_ADJ школа_NOUN открывать_VERB стрельба_NOUN
1,На базе ВМС США в Нью-Джерси прогремел взрыв.,На базе американских ВМС в Нью-Джерси произошел взрыв.,на_ADP база_NOUN вмс_NOUN сша_NOUN в_ADP нью-джерси_NOUN прогреметь_VERB взрыв_NOUN,на_ADP база_NOUN американский_ADJ вмс_NOUN в_ADP нью-джерси_NOUN происходить_VERB взрыв_NOUN
0,Ущерб от наводнения в Амурской области оценили в 3 млрд рублей.,Ущерб от паводка в Амурской области оценили в три миллиарда рублей.,ущерб_NOUN от_ADP наводнение_NOUN в_ADP амурский_ADJ область_NOUN оценивать_VERB в_ADP млрд_NOUN рубль_NOUN,ущерб_NOUN от_ADP паводок_NOUN в_ADP амурский_ADJ область_NOUN оценивать_VERB в_ADP три_NUM миллиард_NOUN рубль_NOUN
0,В Красноярске обрушившаяся стена придавила автомобиль: двое погибших.,При обрушении опорной стены в Красноярске погибли два человека.,в_ADP красноярск_NOUN обрушиваться_VERB стена_NOUN придавливать_VERB автомобиль_NOUN двое_NUM погибший_ADJ,при_ADP обрушение_NOUN опорный_ADJ стена_NOUN в_ADP красноярск_NOUN погибать_VERB два_NUM человек_NOUN
0,В Хабаровске Boeing с 234 пассажирами на борту совершил аварийную посадку.,В Хабаровске «Боинг» совершил аварийную посадку.,в_ADP хабаровск_NOUN Boeing_X с_ADP пассажир_NOUN на_ADP борт_NOUN совершать_VERB аварийный_ADJ посадка_NOUN,в_ADP хабаровск_NOUN боинг_NOUN совершать_VERB аварийный_ADJ посадка_NOUN
-1,К охоте на нелегалов подключились российские регионы.,Развитые экономики оказались важнее развивающихся для роста мирового ВВП.,к_ADP охота_NOUN на_ADP нелегал_NOUN подключаться_VERB российский_ADJ регион_NOUN,развитой_ADJ экономика_NOUN оказываться_VERB важный_ADJ развиваться_VERB для_ADP рост_NOUN мировой_ADJ ввп_NOUN
0,Мурманский архиепископ предложил провести крестный ход на вертолетах.,Мурманский архиепископ предложил провести «крестный облет» области.,мурманский_ADJ архиепископ_NOUN предлагать_VERB проводить_VERB крестный_ADJ ход_NOUN на_ADP вертолет_NOUN,мурманский_ADJ архиепископ_NOUN предлагать_VERB проводить_VERB крестный_NOUN облет_NOUN область_NOUN
1,Глава мурманского города Апатиты попал в ДТП на велосипеде.,Глава Апатитов попал на своем велосипеде в ДТП.,глава_NOUN мурманский_ADJ город_NOUN апатит_NOUN попадать_VERB в_ADP дтп_NOUN на_ADP велосипед_NOUN,глава_NOUN апатит_NOUN попадать_VERB на_ADP свой_DET велосипед_NOUN в_ADP дтп_NOUN
0,С канатной дороги в Крыму эвакуированы все 34 россиянина.,С канатной дороги в Крыму эвакуировали 52 человека.,с_ADP канатный_ADJ дорога_NOUN в_ADP крым_NOUN эвакуировать_VERB весь_DET россиянин_NOUN,с_ADP канатный_ADJ дорога_NOUN в_ADP крым_NOUN эвакуировать_VERB человек_NOUN
-1,С канатной дороги в Крыму эвакуированы все 34 россиянина.,Застрявшим на канатной дороге в Крыму выплатят компенсации.,с_ADP канатный_ADJ дорога_NOUN в_ADP крым_NOUN эвакуировать_VERB весь_DET россиянин_NOUN,застревать_VERB на_ADP канатный_ADJ дорога_NOUN в_ADP крым_NOUN выплачивать_VERB компенсация_NOUN
1,Крупный НПЗ в Венесуэле загорелся после попадания молнии.,Удар молнии вызвал пожар на НПЗ в Венесуэле.,крупный_ADJ НПЗ_X в_ADP венесуэла_NOUN загораться_VERB после_ADP попадание_NOUN молния_NOUN,удар_NOUN молния_NOUN вызывать_VERB пожар_NOUN на_ADP НПЗ_X в_ADP венесуэла_NOUN
0,В Крыму с канатной дороги эвакуировали 8 россиян.,С канатной дороги в Крыму эвакуировали 52 человека.,в_ADP крым_NOUN с_ADP канатный_ADJ дорога_NOUN эвакуировать_VERB россиянин_NOUN,с_ADP канатный_ADJ дорога_NOUN в_ADP крым_NOUN эвакуировать_VERB человек_NOUN
0,"""Что в имени твоем"": в Москве родились Мир, Космос и Легенда.",В Москве родились Космос и Легенда.,что_PRON в_ADP имя_NOUN твой_DET в_ADP москва_NOUN рождаться_VERB мир_NOUN космос_NOUN и_SCONJ легенда_NOUN,в_ADP москва_NOUN рождаться_VERB космос_NOUN и_SCONJ легенда_NOUN
-1,ФСИН сообщает о рейдерском захвате земель ведомства в Подмосковье.,ФСИН пожаловалась на попытку рейдерского захвата ее земель в Подмосковье.,фсин_NOUN сообщать_VERB о_ADP рейдерский_ADJ захват_NOUN земля_NOUN ведомство_NOUN в_ADP подмосковье_NOUN,фсин_NOUN пожаловаться_VERB на_ADP попытка_NOUN рейдерский_ADJ захват_NOUN ее_DET земля_NOUN в_ADP подмосковье_NOUN
-1,"Помощь Дальнему Востоку: средства собирают волонтеры, РПЦ и бизнес.",РПЦ начала сбор средств для пострадавших от паводка.,помощь_NOUN дальний_ADJ восток_NOUN средство_NOUN собирать_VERB волонтер_NOUN рпц_NOUN и_SCONJ бизнес_NOUN,рпц_NOUN начало_NOUN сбор_NOUN средство_NOUN для_ADP пострадавший_NOUN от_ADP паводок_NOUN
0,Бунтовщики из уральской колонии получили от 6 до 13 лет тюрьмы.,Организатору беспорядков в уральской колонии дали 13 лет.,бунтовщик_NOUN из_ADP уральский_ADJ колония_NOUN получать_VERB от_ADP до_ADP год_NOUN тюрьма_NOUN,организатор_NOUN беспорядок_NOUN в_ADP уральский_ADJ колония_NOUN даль_NOUN год_NOUN
1,Сбежавший во время ЧМ в Москве кубинский легкоатлет нашелся в Италии.,Сбежавший во время ЧМ в Москве кубинский легкоатлет обнаружен в Италии.,сбегать_VERB во_ADP время_NOUN ЧМ_X в_ADP москва_NOUN кубинский_ADJ легкоатлет_NOUN находиться_VERB в_ADP италия_NOUN,сбегать_VERB во_ADP время_NOUN ЧМ_X в_ADP москва_NOUN кубинский_ADJ легкоатлет_NOUN обнаруживать_VERB в_ADP италия_NOUN
1,Руководство крупнейшего порта Сахалина подозревают в хищении 140 млн руб.,Руководство Корсаковского порта заподозрили в хищении 140 миллионов рублей.,руководство_NOUN крупный_ADJ порт_NOUN сахалин_NOUN подозревать_VERB в_ADP хищение_NOUN млн_X руб_NOUN,руководство_NOUN корсаковский_ADJ порт_NOUN заподозривать_VERB в_ADP хищение_NOUN миллион_NOUN рубль_NOUN
0,Сирийские хакеры взломали домен Twitter и сайт The New York Times.,Сирийские хакеры взломали доменный регистр «Твиттера».,сирийский_ADJ хакер_NOUN взламывать_VERB домен_NOUN Twitter_X и_SCONJ сайт_NOUN The_X New_X York_X Times_X,сирийский_ADJ хакер_NOUN взламывать_VERB доменный_ADJ регистр_NOUN твиттер_NOUN
0,В Италии открывается юбилейный Венецианский кинофестиваль.,Открылся юбилейный Венецианский кинофестиваль.,в_ADP италия_NOUN открываться_VERB юбилейный_ADJ венецианский_ADJ кинофестиваль_NOUN,открываться_VERB юбилейный_ADJ венецианский_ADJ кинофестиваль_NOUN
-1,"В администрации МО ""Красненькая речка"" проходят обыски.",Обыск в муниципалитете «Красненькая речка» завершился.,в_ADP администрация_NOUN мо_NOUN красненький_ADJ речка_NOUN проходить_VERB обыск_NOUN,обыск_NOUN в_ADP муниципалитет_NOUN красненький_ADJ речка_NOUN завершаться_VERB
0,В Екатеринбурге полиция начала поиски сбежавшего крокодила.,Уральская полиция начала поиски крокодила-беглеца.,в_ADP екатеринбург_NOUN полиция_NOUN начало_NOUN поиск_NOUN сбегать_VERB крокодил_NOUN,уральский_ADJ полиция_NOUN начинать_VERB поиск_NOUN крокодил_NOUN беглец_NOUN
1,В Эстонии предлагают сажать за курение во время беременности.,В Эстонии предложили сажать за курение во время беременности.,в_ADP эстония_NOUN предлагать_VERB сажать_VERB за_ADP курение_NOUN во_ADP время_NOUN беременность_NOUN,в_ADP эстония_NOUN предлагать_VERB сажать_VERB за_ADP курение_NOUN во_ADP время_NOUN беременность_NOUN
1,Роберт Мугабе переизбран президентом Зимбабве.,Мугабе победил на президентских выборах в Зимбабве.,роберт_NOUN мугаб_NOUN переизбирать_VERB президент_NOUN зимбабве_NOUN,мугаб_NOUN побеждать_VERB на_ADP президентский_ADJ выборы_NOUN в_ADP зимбабве_NOUN
1,Азербайджан объявил персонами нон грата 335 человек за визиты в Карабах.,Азербайджан объявил 335 человек персонами нон грата за поездки в Карабах.,азербайджан_NOUN объявлять_VERB персона_NOUN нона_NOUN грат_NOUN человек_NOUN за_ADP визит_NOUN в_ADP карабах_NOUN,азербайджан_NOUN объявлять_VERB человек_NOUN персона_NOUN нона_NOUN грат_NOUN за_ADP поездка_NOUN в_ADP карабах_NOUN
0,Россия вводит запрет на продукцию новозеландских молочников.,Роспотребнадзор запретил продукцию новозеландских молочников.,россия_NOUN вводить_VERB запрет_NOUN на_ADP продукция_NOUN новозеландский_ADJ молочник_NOUN,роспотребнадзор_NOUN запрещать_VERB продукция_NOUN новозеландский_ADJ молочник_NOUN
1,"Владелец ""Ливерпуля"" купил у New York Times газету The Boston Globe.",Владелец «Ливерпуля» купил The Boston Globe.,владелец_NOUN ливерпуль_NOUN купить_VERB у_ADP New_X York_X Times_X газета_NOUN The_X Boston_X Globe_X,владелец_NOUN ливерпуль_NOUN купить_VERB The_X Boston_X Globe_X
1,На музыкантов Bloodhound Gang напали разъяренные казаки.,На Bloodhound Gang в аэропорту напали казаки.,на_ADP музыкант_NOUN Bloodhound_X Gang_X нападывать_VERB разъярять_VERB казак_NOUN,на_PART Bloodhound_X Gang_X в_ADP аэропорт_NOUN нападывать_VERB казак_NOUN
-1,"Минобороны РФ закупило модернизированные Ми-8 на 12,6 млрд руб.",Минобороны РФ заказало 40 модернизированных вертолетов Ми-8.,минобороны_NOUN рф_NOUN закупать_VERB модернизированный_ADJ ми_NOUN на_ADP млрд_NOUN руб_NOUN,минобороны_NOUN рф_NOUN заказывать_VERB модернизированный_ADJ вертолет_NOUN ми_NOUN
1,ФРГ расторгла соглашение об обмене данными со спецслужбами США.,ФРГ расторгла соглашение об обмене данными с американскими спецслужбами.,фрг_NOUN расторгать_VERB соглашение_NOUN об_ADP обмен_NOUN данные_NOUN со_ADP спецслужба_NOUN сша_NOUN,фрг_NOUN расторгать_VERB соглашение_NOUN об_ADP обмен_NOUN данные_NOUN с_ADP американский_ADJ спецслужба_NOUN
0,В Афганистане при взрыве у индийского консульства погибли 9 человек.,У консульства Индии в Афганистане произошел взрыв.,в_ADP афганистан_NOUN при_ADP взрыв_NOUN у_ADP индийский_ADJ консульство_NOUN погибать_VERB человек_NOUN,у_ADP консульство_NOUN индия_NOUN в_ADP афганистан_NOUN происходить_VERB взрыв_NOUN
0,МИД РФ вступился за Guardian и напомнил властям Британии о свободе СМИ.,МИД РФ обвинил Великобританию в ущемлении свободы СМИ.,мид_NOUN рф_NOUN вступаться_VERB за_ADP Guardian_X и_SCONJ напоминать_VERB власть_NOUN британия_NOUN о_ADP свобода_NOUN сми_NOUN,мид_NOUN рф_NOUN обвинять_VERB великобритания_NOUN в_ADP ущемление_NOUN свобода_NOUN сми_NOUN
0,Суд отпустил на свободу экс-президента Египта Хосни Мубарака.,Суд постановил отпустить Мубарака на свободу.,суд_NOUN отпускать_VERB на_ADP свобода_NOUN экс-президент_NOUN египет_NOUN хосни_NOUN мубарак_NOUN,суд_NOUN постанавливать_VERB отпускать_VERB мубарак_NOUN на_ADP свобода_NOUN
-1,Палаточный лагерь для мигрантов-нелегалов в Москве.,В Москве в палаточный лагерь для мигрантов заселили 130 человек.,палаточный_ADJ лагерь_NOUN для_ADP мигрант_NOUN нелегал_NOUN в_ADP москва_NOUN,в_ADP москва_NOUN в_ADP палаточный_ADJ лагерь_NOUN для_ADP мигрант_NOUN заселять_VERB человек_NOUN
1,В США отменили запрет на продажу старых моделей iPhone и iPad.,Белый дом отменил запрет на продажу старых моделей iPhone и iPad.,в_ADP сша_NOUN отменять_VERB запрет_NOUN на_ADP продажа_NOUN старый_ADJ модель_NOUN iPhone_X и_SCONJ iPad_X,белый_ADJ дом_NOUN отменять_VERB запрет_NOUN на_ADP продажа_NOUN старый_ADJ модель_NOUN iPhone_X и_SCONJ iPad_X
0,"Посол США назвал ""отвратительной"" выходку басиста Bloodhound Gang.",Посол США в России осудил поступок Bloodhound Gang.,посол_NOUN сша_NOUN называть_VERB отвратительный_ADJ выходка_NOUN басист_NOUN Bloodhound_X Gang_X,посол_NOUN сша_NOUN в_ADP россия_NOUN осуждать_VERB поступок_NOUN Bloodhound_X Gang_X
1,Музыканты Bloodhound Gang покинули территорию России.,Музыканты Bloodhound Gang покинули Россию.,музыкант_NOUN Bloodhound_X Gang_X покидать_VERB территория_NOUN россия_NOUN,музыкант_NOUN Bloodhound_X Gang_X покидать_VERB россия_NOUN
1,Минюст Эстонии предложил сажать за курение во время беременности.,В Эстонии предложили сажать за курение во время беременности.,минюст_NOUN эстония_NOUN предлагать_VERB сажать_VERB за_ADP курение_NOUN во_ADP время_NOUN беременность_NOUN,в_ADP эстония_NOUN предлагать_VERB сажать_VERB за_ADP курение_NOUN во_ADP время_NOUN беременность_NOUN
1,В Йемене взорван главный нефтепровод страны.,В Йемене взорвали ключевой нефтепровод.,в_ADP йемен_NOUN взрывать_VERB главный_ADJ нефтепровод_NOUN страна_NOUN,в_ADP йемен_NOUN взрывать_VERB ключевой_ADJ нефтепровод_NOUN
0,"Иностранная делегация встретилась с лидером ""Братьев-мусульман"" в тюрьме.",Иностранные дипломаты встретились с арестованным лидером «Братьев-мусульман».,иностранный_ADJ делегация_NOUN встречаться_VERB с_ADP лидер_NOUN брат_NOUN мусульманин_NOUN в_ADP тюрьма_NOUN,иностранный_ADJ дипломат_NOUN встречаться_VERB с_ADP арестованный_NOUN лидер_NOUN брат_NOUN мусульманин_NOUN
0,Сербия неожиданно сняла арест с имущества Б.Березовского.,В Сербии сняли арест с якобы принадлежавших Березовскому активов.,сербия_NOUN неожиданно_ADV снимать_VERB арест_NOUN с_ADP имущество_NOUN б_NOUN березовский_NOUN,в_ADP сербия_NOUN снимать_VERB арест_NOUN с_ADP якобы_PART принадлежать_VERB березовский_NOUN актив_NOUN
0,СК пожаловался в Адвокатскую палату на защитников С.Удальцова.,Следователи пожаловались на адвокатов Сергея Удальцова.,ск_NOUN пожаловаться_VERB в_ADP адвокатский_ADJ палата_NOUN на_ADP защитник_NOUN с_NOUN удальцова_NOUN,следователь_NOUN пожаловаться_VERB на_ADP адвокат_NOUN сергей_NOUN удальцова_NOUN
0,"""Беларуськалий"" нашел замену российскому партнеру в Катаре.",Белорусы нашли замену «Уралкалию» в Катаре.,беларуськалия_NOUN находить_VERB замена_NOUN российский_ADJ партнер_NOUN в_ADP катар_NOUN,белорус_NOUN находить_VERB замена_NOUN уралкалий_NOUN в_ADP катар_NOUN
0,Казахстан не нашел в украинских конфетах вредных веществ.,Казахстан отчитался об отсутствии бензпирена в украинских конфетах.,казахстан_NOUN не_PART находить_VERB в_ADP украинский_ADJ конфета_NOUN вредный_ADJ вещество_NOUN,казахстан_NOUN отчитываться_VERB об_ADP отсутствие_NOUN бензпирен_NOUN в_ADP украинский_ADJ конфета_NOUN
-1,Казахстан не нашел в украинских конфетах вредных веществ.,Вслед за Казахстаном в качестве украинских конфет убедилась Молдавия.,казахстан_NOUN не_PART находить_VERB в_ADP украинский_ADJ конфета_NOUN вредный_ADJ вещество_NOUN,вслед_ADV за_ADP казахстан_NOUN в_ADP качество_NOUN украинский_ADJ конфета_NOUN убеждаться_VERB молдавия_NOUN
1,В Петербурге скончался переводчик Байрона Виктор Топоров.,Умер переводчик и критик Виктор Топоров.,в_ADP петербург_NOUN скончаться_VERB переводчик_NOUN байрон_NOUN виктор_NOUN топоров_NOUN,умирать_VERB переводчик_NOUN и_SCONJ критик_NOUN виктор_NOUN топоров_NOUN
0,В Лондоне съели первый в мире гамбургер с искусственным мясом.,В Лондоне съели первый в мире искусственный бургер.,в_ADP лондон_NOUN съедать_VERB первый_ADJ в_ADP мир_NOUN гамбургер_NOUN с_ADP искусственный_ADJ мясо_NOUN,в_ADP лондон_NOUN съедать_VERB первый_ADJ в_ADP мир_NOUN искусственный_ADJ бургер_NOUN
1,Кубинский бегун дезертировал из сборной во время ЧМ в Москве.,Кубинский легкоатлет сбежал из сборной во время ЧМ в Москве.,кубинский_ADJ бегун_NOUN дезертировать_VERB из_ADP сборная_NOUN во_ADP время_NOUN ЧМ_X в_ADP москва_NOUN,кубинский_ADJ легкоатлет_NOUN сбегать_VERB из_ADP сборная_NOUN во_ADP время_NOUN ЧМ_X в_ADP москва_NOUN
1,"Виновник гибели Марины Голуб осужден на 6,5 лет.","Виновник гибели Марины Голуб получил 6,5 лет колонии.",виновник_NOUN гибель_NOUN марина_NOUN голуб_NOUN осуждать_VERB на_ADP год_NOUN,виновник_NOUN гибель_NOUN марина_NOUN голуб_NOUN получать_VERB год_NOUN колония_NOUN
0,Выходкой Bloodhound Gang заинтересовалось МВД Украины.,МВД завело дело о надругательстве над флагом на концерте Bloodhound Gang.,выходка_NOUN Bloodhound_X Gang_X заинтересовываться_VERB мвд_NOUN украина_NOUN,мвд_NOUN заводить_VERB дело_NOUN о_ADP надругательство_NOUN над_ADP флаг_NOUN на_ADP концерт_NOUN Bloodhound_X Gang_X
0,Выходкой Bloodhound Gang заинтересовалось МВД Украины.,Украинское МВД начало расследование скандала с Bloodhound Gang.,выходка_NOUN Bloodhound_X Gang_X заинтересовываться_VERB мвд_NOUN украина_NOUN,украинский_ADJ мвд_NOUN начало_NOUN расследование_NOUN скандал_NOUN с_ADP Bloodhound_X Gang_X
0,МВД РФ возбудило дело об осквернении флага группой Bloodhound Gang.,МВД завело дело о надругательстве над флагом на концерте Bloodhound Gang.,мвд_NOUN рф_NOUN возбуждать_VERB дело_NOUN об_ADP осквернение_NOUN флаг_NOUN группа_NOUN Bloodhound_X Gang_X,мвд_NOUN заводить_VERB дело_NOUN о_ADP надругательство_NOUN над_ADP флаг_NOUN на_ADP концерт_NOUN Bloodhound_X Gang_X
0,Радио Maximum сняло с эфира Bloodhound Gang после выходки с флагом.,Радио «Максимум» убрало из эфира песни Bloodhound Gang.,радио_NOUN Maximum_X снимать_VERB с_ADP эфир_NOUN Bloodhound_X Gang_X после_ADP выходка_NOUN с_ADP флаг_NOUN,радио_NOUN максимум_NOUN убирать_VERB из_ADP эфир_NOUN песня_NOUN Bloodhound_X Gang_X
0,"Волоколамский суд закрыл журнал ""Флирт"".",Суд закрыл журнал «Флирт в большом городе».,волоколамский_ADJ суд_NOUN закрывать_VERB журнал_NOUN флирт_NOUN,суд_NOUN закрывать_VERB журнал_NOUN флирт_NOUN в_ADP большой_ADJ город_NOUN
-1,Полиция освободила заложника: его жизнь похитители оценили в $3 млн.,Бразилия попросила снизить «стратосферные» цены на отели во время ЧМ.,полиция_NOUN освобождать_VERB заложник_NOUN его_DET жизнь_NOUN похититель_NOUN оценивать_VERB в_ADP млн_X,бразилия_NOUN попросить_VERB снижать_VERB стратосферный_ADJ цена_NOUN на_ADP отель_NOUN во_ADP время_NOUN ЧМ_X
0,Прокуратура Краснодарского края проверит фестиваль Kubana.,Прокуратура проверит фестиваль KUBANA.,прокуратура_NOUN краснодарский_ADJ край_NOUN проверять_VERB фестиваль_NOUN Kubana_X,прокуратура_NOUN проверять_VERB фестиваль_NOUN KUBANA_X
0,50 оттенков золотого: названы самые высокооплачиваемые писатели.,Forbes назвал самых высокооплачиваемых писателей.,оттенок_NOUN золотой_ADJ называть_VERB самый_DET высокооплачиваемый_ADJ писатель_NOUN,Forbes_X называть_VERB самый_DET высокооплачиваемый_ADJ писатель_NOUN
0,В Казахстане арестовали главу космической нацкорпорации.,В Казахстане арестовали за взятку «космического» чиновника.,в_ADP казахстан_NOUN арестовывать_VERB глава_NOUN космический_ADJ нацкорпорация_NOUN,в_ADP казахстан_NOUN арестовывать_VERB за_ADP взятка_NOUN космический_ADJ чиновник_NOUN
0,В Москве закрылся вуз Ордена иезуитов.,В Москве закрыли вуз иезуитов.,в_ADP москва_NOUN закрываться_VERB вуз_NOUN орден_NOUN иезуит_NOUN,в_ADP москва_NOUN закрывать_VERB вуз_NOUN иезуит_NOUN
0,Губернатор ЕАО просит перенести выборы в подтопленных районах.,Губернатор Еврейской автономной области попросил перенести выборы.,губернатор_NOUN еао_NOUN просить_VERB перенести_VERB выборы_NOUN в_ADP подтоплять_VERB район_NOUN,губернатор_NOUN еврейский_ADJ автономный_ADJ область_NOUN попросить_VERB перенести_VERB выборы_NOUN
1,"НТВ будет судиться с депутатом за бренд ""Говорит и показывает"".",НТВ решила отсудить право на бренд «Говорит и показывает».,нтв_NOUN быть_VERB судиться_VERB с_ADP депутат_NOUN за_ADP бренд_NOUN говорить_VERB и_SCONJ показывать_VERB,нтв_NOUN решать_VERB отсуживать_VERB право_NOUN на_ADP бренд_NOUN говорить_VERB и_SCONJ показывать_VERB
0,Пожар на нефтезаводе под Ангарском: 400 человек эвакуированы.,Под Иркутском из-за пожара на нефтехранилище эвакуировали 400 человек.,пожар_NOUN на_ADP нефтезавод_NOUN под_ADP ангарский_ADJ человек_NOUN эвакуировать_VERB,под_ADP иркутск_NOUN из-за_ADP пожар_NOUN на_ADP нефтехранилище_NOUN эвакуировать_VERB человек_NOUN
0,Пакистан объявил высший уровень террористической угрозы.,В столице Пакистана объявлен высший уровень террористической угрозы.,пакистан_NOUN объявлять_VERB высокий_ADJ уровень_NOUN террористический_ADJ угроза_NOUN,в_ADP столица_NOUN пакистан_NOUN объявлять_VERB высокий_ADJ уровень_NOUN террористический_ADJ угроза_NOUN
0,В Москве полиция предотвратила похищение и убийство банкира.,Московская полиция инсценировала похищение банкира.,в_ADP москва_NOUN полиция_NOUN предотвращать_VERB похищение_NOUN и_SCONJ убийство_NOUN банкир_NOUN,московский_ADJ полиция_NOUN инсценировать_VERB похищение_NOUN банкир_NOUN
0,"""Сатана велел"" гостю убить псковского священника П.Адельгейма.",Убит псковский священник Павел Адельгейм.,сатана_NOUN велеть_VERB гость_NOUN убивать_VERB псковский_ADJ священник_NOUN п_NOUN адельгейм_NOUN,убивать_VERB псковский_ADJ священник_NOUN павел_NOUN адельгейм_NOUN
-1,"""Сатана велел"" гостю убить псковского священника П.Адельгейма.",Предполагаемый убийца псковского священника был его гостем.,сатана_NOUN велеть_VERB гость_NOUN убивать_VERB псковский_ADJ священник_NOUN п_NOUN адельгейм_NOUN,предполагать_VERB убийца_NOUN псковский_ADJ священник_NOUN быть_VERB его_DET гость_NOUN
0,В Самаре скончался прославленный российский конструктор А.Солдатенков.,Умер главный конструктор ракеты «Союз-2».,в_ADP самара_NOUN скончаться_VERB прославленный_ADJ российский_ADJ конструктор_NOUN а_SCONJ солдатенков_NOUN,умирать_VERB главный_ADJ конструктор_NOUN ракета_NOUN союз_NOUN
1,Скончался легендарный журналист Василий Песков.,Скончался журналист Василий Песков.,скончаться_VERB легендарный_ADJ журналист_NOUN василий_NOUN песков_NOUN,скончаться_VERB журналист_NOUN василий_NOUN песков_NOUN
-1,Паводок добрался до Еврейской автономной области.,В Аргентине завершили поиски погибших при взрыве дома.,паводок_NOUN добираться_VERB до_ADP еврейский_ADJ автономный_ADJ область_NOUN,в_ADP аргентина_NOUN завершать_VERB поиск_NOUN погибший_ADJ при_ADP взрыв_NOUN дома_ADV
0,Нью-йоркский полицейский застрелил подростка с пистолетом.,В Нью-Йорке полицейский застрелил угрожавшего ему подростка.,нью-йоркский_ADJ полицейский_NOUN застреливать_VERB подросток_NOUN с_ADP пистолет_NOUN,в_ADP нью-йорк_NOUN полицейский_NOUN застреливать_VERB угрожать_VERB он_PRON подросток_NOUN
0,Vodafone подтвердила переговоры о сделке на 130 млрд долл.,Verizon и Vodafone возобновили переговоры о сделке на 100 миллиардов.,Vodafone_X подтверждать_VERB переговоры_NOUN о_ADP сделка_NOUN на_ADP млрд_NOUN долл_NOUN,Verizon_X и_SCONJ Vodafone_X возобновлять_VERB переговоры_NOUN о_ADP сделка_NOUN на_ADP миллиард_NOUN
1,В Забайкальском крае из-за ливней ввели режим ЧС.,В Забайкалье из-за ливней ввели режим чрезвычайной ситуации.,в_ADP забайкальский_ADJ край_NOUN из-за_ADP ливень_NOUN вводить_VERB режим_NOUN ЧС_X,в_ADP забайкалье_NOUN из-за_ADP ливень_NOUN вводить_VERB режим_NOUN чрезвычайный_ADJ ситуация_NOUN
0,Сибирский хирург во время операции украл у пациента героин.,В Красноярском крае хирург украл из желудка пациента героин.,сибирский_ADJ хирург_NOUN во_ADP время_NOUN операция_NOUN украсть_VERB у_ADP пациент_NOUN героин_NOUN,в_ADP красноярский_ADJ край_NOUN хирург_NOUN украсть_VERB из_ADP желудок_NOUN пациент_NOUN героин_NOUN
